2022-03-29T15:50:00+01:00
Running ./FinalInsertionSparseSmall
Run on (10 X 3200 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x10)
  L1 Instruction 32 KiB (x10)
  L2 Unified 1024 KiB (x10)
  L3 Unified 14080 KiB (x1)
Load Average: 0.85, 0.97, 0.89
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"Loadfactor","Totinsert"
"Chained8Mult/2/iterations:1",1,0.00182108,0.00181978,s,,,,,,0.45,167773
"Chained8Murmur/0/iterations:1",1,0.001783,0.00178167,s,,,,,,0.25,167773
"Chained8Murmur/1/iterations:1",1,0.00178412,0.00178297,s,,,,,,0.35,167773
"Chained8Murmur/2/iterations:1",1,0.00182441,0.00182294,s,,,,,,0.45,167773
"Chained8Tab/0/iterations:1",1,0.00216552,0.00216446,s,,,,,,0.25,167773
"Chained8Tab/1/iterations:1",1,0.00223166,0.00223032,s,,,,,,0.35,167773
"Chained8Tab/2/iterations:1",1,0.0025638,0.00256256,s,,,,,,0.45,167773
"Chained24MAdd/0/iterations:1",1,0.00186556,0.00186463,s,,,,,,0.25,167773
"Chained24MAdd/1/iterations:1",1,0.00191485,0.00191372,s,,,,,,0.35,167773
"Chained24MAdd/2/iterations:1",1,0.00192749,0.00192612,s,,,,,,0.45,167773
"Chained24MAdd/3/iterations:1",1,0.00193092,0.00192938,s,,,,,,0.5,167773
"Chained24Mult/0/iterations:1",1,0.00186085,0.0018597,s,,,,,,0.25,167773
"Chained24Mult/1/iterations:1",1,0.00183654,0.00183549,s,,,,,,0.35,167773
"Chained24Mult/2/iterations:1",1,0.00183807,0.00183684,s,,,,,,0.45,167773
"Chained24Mult/3/iterations:1",1,0.00183525,0.00183358,s,,,,,,0.5,167773
"Chained24Murmur/0/iterations:1",1,0.0018881,0.00188669,s,,,,,,0.25,167773
"Chained24Murmur/1/iterations:1",1,0.00188678,0.00188555,s,,,,,,0.35,167773
"Chained24Murmur/2/iterations:1",1,0.00188425,0.00188303,s,,,,,,0.45,167773
"Chained24Murmur/3/iterations:1",1,0.00187454,0.00187336,s,,,,,,0.5,167773
"Chained24Tab/0/iterations:1",1,0.00220696,0.0022055,s,,,,,,0.25,167773
"Chained24Tab/1/iterations:1",1,0.00241264,0.00241146,s,,,,,,0.35,167773
"Chained24Tab/2/iterations:1",1,0.00238681,0.00238543,s,,,,,,0.45,167773
"Chained24Tab/3/iterations:1",1,0.00238321,0.0023823,s,,,,,,0.5,167773
"BulkChained8MAdd/0/iterations:1",1,0.0120709,0.01207,s,,,,,,0.25,167773
"BulkChained8MAdd/1/iterations:1",1,0.0138539,0.0138528,s,,,,,,0.35,167773
"BulkChained8MAdd/2/iterations:1",1,0.0252801,0.0252793,s,,,,,,0.45,167773
"BulkChained8Mult/0/iterations:1",1,0.0124428,0.0124422,s,,,,,,0.25,167773
"BulkChained8Mult/1/iterations:1",1,0.0143658,0.0143648,s,,,,,,0.35,167773
"BulkChained8Mult/2/iterations:1",1,0.0250063,0.0250057,s,,,,,,0.45,167773
"BulkChained8Murmur/0/iterations:1",1,0.0125861,0.0125846,s,,,,,,0.25,167773
"BulkChained8Murmur/1/iterations:1",1,0.0145009,0.0144997,s,,,,,,0.35,167773
"BulkChained8Murmur/2/iterations:1",1,0.0258805,0.0258789,s,,,,,,0.45,167773
"BulkChained8Tab/0/iterations:1",1,0.0127092,0.0127077,s,,,,,,0.25,167773
"BulkChained8Tab/1/iterations:1",1,0.0142345,0.0142333,s,,,,,,0.35,167773
"BulkChained8Tab/2/iterations:1",1,0.0249659,0.0249647,s,,,,,,0.45,167773
"BulkChained24MAdd/0/iterations:1",1,0.0104629,0.0104619,s,,,,,,0.25,167773
"BulkChained24MAdd/1/iterations:1",1,0.0119539,0.011953,s,,,,,,0.35,167773
"BulkChained24MAdd/2/iterations:1",1,0.0138142,0.013813,s,,,,,,0.45,167773
"BulkChained24MAdd/3/iterations:1",1,0.0148485,0.0148474,s,,,,,,0.5,167773
"BulkChained24Mult/0/iterations:1",1,0.0103688,0.010368,s,,,,,,0.25,167773
"BulkChained24Mult/1/iterations:1",1,0.0120022,0.0120016,s,,,,,,0.35,167773
"BulkChained24Mult/2/iterations:1",1,0.013916,0.013915,s,,,,,,0.45,167773
"BulkChained24Mult/3/iterations:1",1,0.0149838,0.0149829,s,,,,,,0.5,167773
"BulkChained24Murmur/0/iterations:1",1,0.0112484,0.0112475,s,,,,,,0.25,167773
"BulkChained24Murmur/1/iterations:1",1,0.0126791,0.0126775,s,,,,,,0.35,167773
"BulkChained24Murmur/2/iterations:1",1,0.0146467,0.0146453,s,,,,,,0.45,167773
"BulkChained24Murmur/3/iterations:1",1,0.0155131,0.0155123,s,,,,,,0.5,167773
"BulkChained24Tab/0/iterations:1",1,0.0120281,0.012027,s,,,,,,0.25,167773
"BulkChained24Tab/1/iterations:1",1,0.013377,0.0133759,s,,,,,,0.35,167773
"BulkChained24Tab/2/iterations:1",1,0.0150198,0.0150192,s,,,,,,0.45,167773
"BulkChained24Tab/3/iterations:1",1,0.0163191,0.0163182,s,,,,,,0.5,167773
"QPMAddH/3/iterations:1",1,0.0147249,0.0147244,s,,,,,,0.5,167773
"QPMAddH/4/iterations:1",1,0.0209824,0.0209819,s,,,,,,0.7,167773
"QPMAddH/5/iterations:1",1,0.0346666,0.0346662,s,,,,,,0.9,167773
"QPMultH/3/iterations:1",1,0.0147775,0.0147676,s,,,,,,0.5,167773
"QPMultH/4/iterations:1",1,0.0205523,0.0205509,s,,,,,,0.7,167773
"QPMultH/5/iterations:1",1,0.0346233,0.0346228,s,,,,,,0.9,167773
"QPMurmurH/3/iterations:1",1,0.0150447,0.0150443,s,,,,,,0.5,167773
"QPMurmurH/4/iterations:1",1,0.0201568,0.0201566,s,,,,,,0.7,167773
"QPMurmurH/5/iterations:1",1,0.0348342,0.0348334,s,,,,,,0.9,167773
"QPTabH/3/iterations:1",1,0.0163973,0.0163965,s,,,,,,0.5,167773
"QPTabH/4/iterations:1",1,0.020714,0.0207131,s,,,,,,0.7,167773
"QPTabH/5/iterations:1",1,0.0357886,0.035788,s,,,,,,0.9,167773
"RHMAdd1/3/iterations:1",1,0.0211154,0.0211148,s,,,,,,0.5,167773
"RHMAdd1/4/iterations:1",1,0.0512844,0.0512829,s,,,,,,0.7,167773
"RHMAdd1/5/iterations:1",1,0.64366,0.643452,s,,,,,,0.9,167773
"RHMult1/3/iterations:1",1,0.0198679,0.0198671,s,,,,,,0.5,167773
"RHMult1/4/iterations:1",1,0.0476812,0.0476805,s,,,,,,0.7,167773
"RHMult1/5/iterations:1",1,0.622481,0.622437,s,,,,,,0.9,167773
"RHMurmur1/3/iterations:1",1,0.0204143,0.020413,s,,,,,,0.5,167773
"RHMurmur1/4/iterations:1",1,0.0490202,0.0490193,s,,,,,,0.7,167773
"RHMurmur1/5/iterations:1",1,0.632452,0.632433,s,,,,,,0.9,167773
"RHTab1/3/iterations:1",1,0.0230096,0.0230029,s,,,,,,0.5,167773
"RHTab1/4/iterations:1",1,0.0575477,0.057547,s,,,,,,0.7,167773
"RHTab1/5/iterations:1",1,0.765849,0.765831,s,,,,,,0.9,167773
